pt,nb_full,net_benefit_treat_all,net_benefit_treat_none,nb_tg0h_lr,nb_tg0h_rule
0.01,0.24354208754208753,0.2430976430976431,0.0,0.2442962962962963,0.183993265993266
0.02,0.2368299319727891,0.23537414965986392,0.0,0.23568707482993195,0.1833061224489796
0.03,0.23108591065292095,0.22749140893470787,0.0,0.23129209621993124,0.1826048109965636
0.04,0.22519444444444445,0.21944444444444441,0.0,0.2266388888888889,0.1818888888888889
0.05,0.22136842105263158,0.21122807017543857,0.0,0.22270175438596493,0.1811578947368421
0.060000000000000005,0.21689361702127657,0.2028368794326241,0.0,0.21588652482269505,0.1804113475177305
0.06999999999999999,0.21336200716845877,0.19426523297491038,0.0,0.21063799283154122,0.17964874551971327
0.08,0.20846376811594203,0.1855072463768116,0.0,0.20478260869565218,0.1788695652173913
0.09,0.20512087912087915,0.17655677655677654,0.0,0.20203663003663003,0.17807326007326008
0.09999999999999999,0.2005925925925926,0.1674074074074074,0.0,0.19933333333333333,0.17725925925925926
0.11,0.1969063670411985,0.15805243445692885,0.0,0.196561797752809,0.17642696629213483
0.12,0.19445454545454546,0.1484848484848485,0.0,0.19160606060606059,0.17557575757575758
0.13,0.1919463601532567,0.13869731800766283,0.0,0.19059770114942529,0.1747049808429119
0.14,0.19103875968992248,0.12868217054263564,0.0,0.1875813953488372,0.17381395348837209
0.15000000000000002,0.1895294117647059,0.11843137254901956,0.0,0.18741176470588233,0.17290196078431372
0.16,0.18777777777777777,0.10793650793650791,0.0,0.18657142857142858,0.17196825396825396
0.17,0.18592771084337348,0.09718875502008029,0.0,0.18540562248995984,0.1710120481927711
0.18000000000000002,0.183739837398374,0.08617886178861786,0.0,0.18388617886178862,0.17003252032520325
0.19,0.17794238683127572,0.07489711934156379,0.0,0.18220576131687244,0.16902880658436215
0.2,0.1775,0.06333333333333332,0.0,0.18033333333333335,0.168
0.21000000000000002,0.17530801687763714,0.05147679324894511,0.0,0.1791223628691983,0.1669451476793249
0.22,0.17365811965811964,0.039316239316239315,0.0,0.17642735042735044,0.16586324786324788
0.23,0.17207792207792208,0.02683982683982683,0.0,0.17374891774891774,0.16475324675324676
0.24000000000000002,0.17182456140350877,0.014035087719298206,0.0,0.17291228070175438,0.1636140350877193
0.25,0.17133333333333334,0.0008888888888888835,0.0,0.17044444444444443,0.16244444444444445
0.26,0.16657657657657657,-0.01261261261261265,0.0,0.16776576576576577,0.16124324324324324
0.27,0.16569863013698632,-0.026484018264840203,0.0,0.16526027397260273,0.16000913242009132
0.28,0.16385185185185186,-0.0407407407407408,0.0,0.16414814814814815,0.15874074074074074
0.29000000000000004,0.1632018779342723,-0.055399061032863905,0.0,0.16308920187793427,0.15743661971830986
0.3,0.16152380952380951,-0.07047619047619053,0.0,0.16209523809523807,0.1560952380952381
0.31,0.15845410628019324,-0.08599033816425122,0.0,0.16159420289855073,0.15471497584541063
0.32,0.1571764705882353,-0.10196078431372552,0.0,0.15909803921568627,0.15329411764705883
0.33,0.15486567164179105,-0.11840796019900507,0.0,0.1562786069651741,0.15183084577114428
0.34,0.153979797979798,-0.13535353535353545,0.0,0.15444444444444444,0.15032323232323233
0.35000000000000003,0.15276923076923077,-0.1528205128205129,0.0,0.1503076923076923,0.14876923076923076
0.36000000000000004,0.15125,-0.1708333333333334,0.0,0.147625,0.14716666666666667
0.37,0.1484126984126984,-0.18941798941798943,0.0,0.14693121693121694,0.1455132275132275
0.38,0.14615053763440858,-0.20860215053763442,0.0,0.1407311827956989,0.14380645161290323
0.39,0.1480327868852459,-0.2284153005464481,0.0,0.13937704918032787,0.14204371584699454
0.4,0.14555555555555555,-0.24888888888888894,0.0,0.1368888888888889,0.14022222222222222
0.41000000000000003,0.13957062146892654,-0.2700564971751413,0.0,0.13537853107344633,0.13833898305084746
0.42000000000000004,0.14055172413793104,-0.29195402298850587,0.0,0.13303448275862068,0.13639080459770114
0.43,0.1396608187134503,-0.31461988304093563,0.0,0.13396491228070176,0.13437426900584798
0.44,0.13695238095238094,-0.33809523809523806,0.0,0.13304761904761903,0.13228571428571428
0.45,0.1356969696969697,-0.36242424242424237,0.0,0.13351515151515153,0.13012121212121214
0.46,0.13353086419753085,-0.38765432098765434,0.0,0.13209876543209875,0.12787654320987654
0.47000000000000003,0.13274213836477985,-0.41383647798742135,0.0,0.1339874213836478,0.12554716981132075
0.48000000000000004,0.13389743589743588,-0.44102564102564107,0.0,0.13292307692307692,0.12312820512820513
0.49,0.13325490196078432,-0.46928104575163393,0.0,0.13171241830065358,0.12061437908496733
0.5,0.13266666666666668,-0.49866666666666665,0.0,0.12933333333333336,0.11800000000000001
0.51,0.13080272108843538,-0.5292517006802722,0.0,0.1276598639455782,0.11527891156462586
0.52,0.1303888888888889,-0.5611111111111111,0.0,0.12738888888888888,0.11244444444444444
0.53,0.1299290780141844,-0.5943262411347519,0.0,0.12643971631205672,0.10948936170212765
0.54,0.12669565217391304,-0.6289855072463768,0.0,0.12628985507246376,0.10640579710144928
0.55,0.12637037037037036,-0.6651851851851853,0.0,0.12525925925925924,0.10318518518518517
0.56,0.12527272727272729,-0.7030303030303031,0.0,0.12418181818181817,0.0998181818181818
0.5700000000000001,0.12306976744186046,-0.7426356589147289,0.0,0.12305426356589146,0.09629457364341083
0.5800000000000001,0.11977777777777776,-0.7841269841269844,0.0,0.12187301587301586,0.09260317460317458
0.59,0.11871544715447153,-0.827642276422764,0.0,0.1209268292682927,0.0887317073170732
0.6,0.11566666666666667,-0.8733333333333333,0.0,0.12,0.0846666666666667
0.61,0.11329914529914531,-0.9213675213675214,0.0,0.11871794871794872,0.0803931623931624
0.62,0.11403508771929824,-0.9719298245614034,0.0,0.11845614035087719,0.07589473684210528
0.63,0.11535135135135134,-1.0252252252252252,0.0,0.11688288288288289,0.07115315315315317
0.64,0.11333333333333334,-1.0814814814814815,0.0,0.11548148148148148,0.06614814814814815
0.65,0.11190476190476191,-1.1409523809523812,0.0,0.11399999999999999,0.060857142857142846
0.66,0.11168627450980392,-1.2039215686274511,0.0,0.11109803921568628,0.05525490196078431
0.67,0.11082828282828282,-1.2707070707070711,0.0,0.1115151515151515,0.04931313131313128
0.68,0.10724999999999998,-1.341666666666667,0.0,0.10933333333333334,0.04299999999999998
0.6900000000000001,0.10868817204301075,-1.4172043010752693,0.0,0.10372043010752688,0.03627956989247308
0.7000000000000001,0.10533333333333333,-1.497777777777778,0.0,0.102,0.029111111111111088
0.7100000000000001,0.10239080459770113,-1.5839080459770123,0.0,0.0994942528735632,0.021448275862068905
0.72,0.10142857142857144,-1.676190476190476,0.0,0.09485714285714286,0.013238095238095271
0.73,0.10269135802469136,-1.7753086419753084,0.0,0.09140740740740741,0.0044197530864197865
0.74,0.10353846153846155,-1.8820512820512816,0.0,0.08882051282051284,-0.0050769230769230345
0.75,0.09866666666666668,-1.9973333333333332,0.0,0.08866666666666667,-0.015333333333333338
