pt,nb_full,net_benefit_treat_all,net_benefit_treat_none,nb_tg0h_lr,nb_tg0h_rule
0.01,0.24333333333333332,0.2430976430976431,0.0,0.2433198653198653,0.183993265993266
0.02,0.23696598639455782,0.23537414965986392,0.0,0.2382585034013605,0.1833061224489796
0.03,0.23171134020618556,0.22749140893470787,0.0,0.2317319587628866,0.1826048109965636
0.04,0.22533333333333333,0.21944444444444441,0.0,0.22652777777777777,0.1818888888888889
0.05,0.22228070175438597,0.21122807017543857,0.0,0.2228421052631579,0.1811578947368421
0.060000000000000005,0.2175035460992908,0.2028368794326241,0.0,0.21651063829787232,0.1804113475177305
0.06999999999999999,0.21327598566308245,0.19426523297491038,0.0,0.21219354838709678,0.17964874551971327
0.08,0.2086086956521739,0.1855072463768116,0.0,0.2071304347826087,0.1788695652173913
0.09,0.20444688644688644,0.17655677655677654,0.0,0.20590476190476192,0.17807326007326008
0.09999999999999999,0.2017037037037037,0.1674074074074074,0.0,0.20333333333333334,0.17725925925925926
0.11,0.197250936329588,0.15805243445692885,0.0,0.19841947565543072,0.17642696629213483
0.12,0.19460606060606062,0.1484848484848485,0.0,0.19457575757575757,0.17557575757575758
0.13,0.19281992337164752,0.13869731800766283,0.0,0.19311877394636015,0.1747049808429119
0.14,0.19142635658914728,0.12868217054263564,0.0,0.19141085271317831,0.17381395348837209
0.15000000000000002,0.18819607843137254,0.11843137254901956,0.0,0.18894117647058822,0.17290196078431372
0.16,0.18774603174603174,0.10793650793650791,0.0,0.18714285714285714,0.17196825396825396
0.17,0.1844417670682731,0.09718875502008029,0.0,0.1856706827309237,0.1710120481927711
0.18000000000000002,0.18196747967479673,0.08617886178861786,0.0,0.18439024390243902,0.17003252032520325
0.19,0.18135802469135803,0.07489711934156379,0.0,0.1842551440329218,0.16902880658436215
0.2,0.17683333333333334,0.06333333333333332,0.0,0.18266666666666667,0.168
0.21000000000000002,0.17579746835443036,0.05147679324894511,0.0,0.18027848101265823,0.1669451476793249
0.22,0.17273504273504275,0.039316239316239315,0.0,0.17747008547008547,0.16586324786324788
0.23,0.1722164502164502,0.02683982683982683,0.0,0.17427705627705628,0.16475324675324676
0.24000000000000002,0.17017543859649123,0.014035087719298206,0.0,0.17484210526315788,0.1636140350877193
0.25,0.17066666666666666,0.0008888888888888835,0.0,0.1728888888888889,0.16244444444444445
0.26,0.17093693693693693,-0.01261261261261265,0.0,0.16987387387387387,0.16124324324324324
0.27,0.16863926940639268,-0.026484018264840203,0.0,0.16787214611872145,0.16000913242009132
0.28,0.16814814814814816,-0.0407407407407408,0.0,0.1664074074074074,0.15874074074074074
0.29000000000000004,0.16584037558685444,-0.055399061032863905,0.0,0.16302347417840374,0.15743661971830986
0.3,0.1638095238095238,-0.07047619047619053,0.0,0.16114285714285714,0.1560952380952381
0.31,0.1616231884057971,-0.08599033816425122,0.0,0.15932367149758453,0.15471497584541063
0.32,0.15984313725490196,-0.10196078431372552,0.0,0.1589019607843137,0.15329411764705883
0.33,0.1562089552238806,-0.11840796019900507,0.0,0.1572139303482587,0.15183084577114428
0.34,0.15323232323232322,-0.13535353535353545,0.0,0.15458585858585858,0.15032323232323233
0.35000000000000003,0.15061538461538462,-0.1528205128205129,0.0,0.15061538461538462,0.14876923076923076
0.36000000000000004,0.149,-0.1708333333333334,0.0,0.14737499999999998,0.14716666666666667
0.37,0.14406349206349206,-0.18941798941798943,0.0,0.14417989417989416,0.1455132275132275
0.38,0.14329032258064517,-0.20860215053763442,0.0,0.14036559139784946,0.14380645161290323
0.39,0.1434535519125683,-0.2284153005464481,0.0,0.1384153005464481,0.14204371584699454
0.4,0.14288888888888887,-0.24888888888888894,0.0,0.13555555555555554,0.14022222222222222
0.41000000000000003,0.13995480225988702,-0.2700564971751413,0.0,0.1373446327683616,0.13833898305084746
0.42000000000000004,0.14004597701149424,-0.29195402298850587,0.0,0.1363448275862069,0.13639080459770114
0.43,0.13794152046783625,-0.31461988304093563,0.0,0.13444444444444445,0.13437426900584798
0.44,0.1370952380952381,-0.33809523809523806,0.0,0.13428571428571429,0.13228571428571428
0.45,0.13527272727272727,-0.36242424242424237,0.0,0.13193939393939394,0.13012121212121214
0.46,0.13385185185185186,-0.38765432098765434,0.0,0.13014814814814815,0.12787654320987654
0.47000000000000003,0.13401257861635218,-0.41383647798742135,0.0,0.1289811320754717,0.12554716981132075
0.48000000000000004,0.13235897435897437,-0.44102564102564107,0.0,0.12605128205128205,0.12312820512820513
0.49,0.1314640522875817,-0.46928104575163393,0.0,0.12372549019607845,0.12061437908496733
0.5,0.13133333333333333,-0.49866666666666665,0.0,0.122,0.11800000000000001
0.51,0.13197278911564625,-0.5292517006802722,0.0,0.12306122448979592,0.11527891156462586
0.52,0.12994444444444445,-0.5611111111111111,0.0,0.1236111111111111,0.11244444444444444
0.53,0.12741843971631206,-0.5943262411347519,0.0,0.12424113475177304,0.10948936170212765
0.54,0.1270144927536232,-0.6289855072463768,0.0,0.1229855072463768,0.10640579710144928
0.55,0.1277037037037037,-0.6651851851851853,0.0,0.12496296296296296,0.10318518518518517
0.56,0.12745454545454546,-0.7030303030303031,0.0,0.12406060606060605,0.0998181818181818
0.5700000000000001,0.12373643410852714,-0.7426356589147289,0.0,0.12662015503875967,0.09629457364341083
0.5800000000000001,0.12136507936507936,-0.7841269841269844,0.0,0.12361904761904761,0.09260317460317458
0.59,0.12026016260162602,-0.827642276422764,0.0,0.12167479674796747,0.0887317073170732
0.6,0.12,-0.8733333333333333,0.0,0.12366666666666667,0.0846666666666667
0.61,0.11538461538461539,-0.9213675213675214,0.0,0.12147008547008548,0.0803931623931624
0.62,0.1172982456140351,-0.9719298245614034,0.0,0.11996491228070177,0.07589473684210528
0.63,0.11648648648648648,-1.0252252252252252,0.0,0.11448648648648647,0.07115315315315317
0.64,0.11385185185185184,-1.0814814814814815,0.0,0.11725925925925926,0.06614814814814815
0.65,0.10971428571428571,-1.1409523809523812,0.0,0.11533333333333333,0.060857142857142846
0.66,0.11019607843137254,-1.2039215686274511,0.0,0.11211764705882354,0.05525490196078431
0.67,0.10824242424242422,-1.2707070707070711,0.0,0.10826262626262625,0.04931313131313128
0.68,0.10566666666666666,-1.341666666666667,0.0,0.10774999999999998,0.04299999999999998
0.6900000000000001,0.10513978494623655,-1.4172043010752693,0.0,0.10513978494623655,0.03627956989247308
0.7000000000000001,0.10288888888888888,-1.497777777777778,0.0,0.10044444444444445,0.029111111111111088
0.7100000000000001,0.10025287356321838,-1.5839080459770123,0.0,0.09698850574712642,0.021448275862068905
0.72,0.10133333333333333,-1.676190476190476,0.0,0.09685714285714286,0.013238095238095271
0.73,0.10150617283950618,-1.7753086419753084,0.0,0.09876543209876543,0.0044197530864197865
0.74,0.10102564102564102,-1.8820512820512816,0.0,0.09923076923076923,-0.0050769230769230345
0.75,0.10066666666666667,-1.9973333333333332,0.0,0.09666666666666668,-0.015333333333333338
0.76,0.10122222222222223,-2.1222222222222222,0.0,0.09344444444444444,-0.026444444444444465
0.77,0.10217391304347825,-2.2579710144927536,0.0,0.09457971014492754,-0.03852173913043477
0.78,0.10254545454545455,-2.4060606060606062,0.0,0.09612121212121212,-0.05169696969696971
0.79,0.10314285714285713,-2.568253968253969,0.0,0.10196825396825397,-0.06612698412698417
0.8,0.09733333333333333,-2.746666666666667,0.0,0.10066666666666665,-0.08200000000000005
0.81,0.09414035087719298,-2.9438596491228077,0.0,0.09814035087719299,-0.0995438596491229
0.8200000000000001,0.09392592592592593,-3.162962962962964,0.0,0.09659259259259259,-0.11903703703703714
0.8300000000000001,0.09015686274509803,-3.4078431372549036,0.0,0.0928235294117647,-0.14082352941176482
0.8400000000000001,0.087,-3.683333333333336,0.0,0.089,-0.16533333333333358
0.85,0.08444444444444445,-3.995555555555555,0.0,0.08444444444444445,-0.19311111111111104
0.86,0.0839047619047619,-4.352380952380952,0.0,0.08247619047619048,-0.22485714285714278
0.87,0.07887179487179487,-4.764102564102563,0.0,0.07841025641025641,-0.2614871794871795
0.88,0.07577777777777778,-5.2444444444444445,0.0,0.08044444444444444,-0.3042222222222223
0.89,0.07127272727272727,-5.8121212121212125,0.0,0.07927272727272727,-0.3547272727272728
0.9,0.06933333333333333,-6.493333333333334,0.0,0.074,-0.41533333333333344
0.91,0.06659259259259259,-7.325925925925928,0.0,0.06792592592592593,-0.4894074074074076
0.92,0.060333333333333336,-8.36666666666667,0.0,0.06366666666666666,-0.5820000000000005
0.93,0.05714285714285714,-9.704761904761911,0.0,0.057809523809523804,-0.7010476190476197
0.9400000000000001,0.06133333333333333,-11.4888888888889,0.0,0.06466666666666666,-0.8597777777777788
0.9500000000000001,0.05533333333333333,-13.986666666666686,0.0,0.058,-1.0820000000000018
0.9600000000000001,0.050666666666666665,-17.733333333333366,0.0,0.054,-1.4153333333333362
0.97,0.043333333333333335,-23.977777777777757,0.0,0.04733333333333333,-1.970888888888887
0.98,0.03666666666666667,-36.46666666666663,0.0,0.03666666666666667,-3.081999999999997
0.99,0.029333333333333333,-73.93333333333327,0.0,0.029333333333333333,-6.415333333333328
